cast,genres,movie_id,original_title,plot
"['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra']","['Drama', 'Fantasy', 'Romance']",12159,What Dreams May Come,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven. "
"['Adam Sandler', 'Patricia Arquette', 'Harvey Keitel']","['Comedy', 'Fantasy', 'Romance']",9678,Little Nicky,"After the lord of darkness decides he will not cede his thrown to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell. "
"['Heath Ledger', 'Matt Damon', 'Mackenzie Crook']","['Adventure', 'Fantasy', 'Action']",4442,The Brothers Grimm,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage. "
"['Jack Nicholson', 'Glenn Close', 'Annette Bening']","['Comedy', 'Fantasy', 'Science Fiction']",75,Mars Attacks!,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s. "
"['Max Brebant', 'Roxane Duran', 'Julie-Marie Parmentier']","['Mystery', 'Drama', 'Horror']",330770,Évolution,11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution. 
"['Alec Baldwin', 'Anthony Hopkins', 'Elle Macpherson']","['Action', 'Adventure', 'Drama']",9433,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead. "
"['Bruce Willis', 'Radha Mitchell', 'Rosamund Pike']","['Action', 'Science Fiction', 'Thriller']",19959,Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates. "
"['Kevin Costner', 'Bruce Greenwood', 'Steven Culp']","['Drama', 'Thriller']",11973,Thirteen Days,"Dramatisation of the Cuban Missile Crisis, the nuclear standoff with the USSR sparked by the discovery by the Americans of missle bases established on the Soviet allied island of Cuba. Shown from the perspective of the US President, John F Kennedy, his staff and advisors. "
"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen']","['Action', 'Adventure', 'Thriller']",11228,Daylight,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses. 
"['Charlie Rowe', 'Justin Long', 'Karl Urban']","['Animation', 'Family', 'Adventure']",77951,Walking With Dinosaurs,"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013. "
"['John Travolta', 'Barry Pepper', 'Forest Whitaker']","['Action', 'Science Fiction', 'War']",5491,Battlefield Earth,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind. "
"['Brendan Fraser', 'Jenna Elfman', 'Steve Martin']","['Animation', 'Comedy', 'Family']",10715,Looney Tunes: Back in Action,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot. "
"['Judi Dench', 'Daniel Day-Lewis', 'Marion Cotillard']","['Drama', 'Music', 'Romance']",10197,Nine,"Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother. "
"['Paul Walker', ""Frances O'Connor"", 'Gerard Butler']","['Action', 'Adventure', 'Science Fiction']",9562,Timeline,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued. 
"['Kevin Costner', 'Will Patton', 'Olivia Williams']","['Drama', 'Adventure']",9922,The Postman,"In 2013 there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare and something yet undiscovered: the power to inspire hope. "
"['James Cromwell', 'Mary Stein', 'Mickey Rooney']","['Adventure', 'Comedy', 'Drama']",9447,Babe: Pig in the City,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm. "
"['Vin Diesel', 'Rose Leslie', 'Elijah Wood']","['Fantasy', 'Action', 'Adventure']",274854,The Last Witch Hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family. "
"['Val Kilmer', 'Carrie-Anne Moss', 'Benjamin Bratt']","['Thriller', 'Action', 'Science Fiction']",8870,Red Planet,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry. "
"['Freddie Highmore', 'Mia Farrow', 'Ron Crawford']","['Adventure', 'Fantasy', 'Animation']",9992,Arthur et les Minimoys,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks. "
"['Pierce Brosnan', 'Jacques Perrin', 'Rie Miyazawa']","['Documentary', 'Family']",36970,Oceans,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world. "
"['Heike Makatsch', 'Armin Rohde', 'David Oyelowo']","['Thriller', 'Science Fiction', 'Adventure']",10077,A Sound of Thunder,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways. "
"['Kit Harington', 'Carrie-Anne Moss', 'Emily Browning']","['Action', 'Adventure', 'History']",76649,Pompeii,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him. "
"['Jason Harris', 'David Hoffman', 'Bill Lobley']","['Comedy', 'Animation']",293644,Don Gato: El inicio de la pandilla,Top Cat has arrived to charm his way into your hearts! Ever wonder how this scheming feline got his start? Well Top Cat Begins reveals the origins of everything you know and love about this classic comedy hero. What follows is an adventure so crazy that it has to be seen to be believed! 
